tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	weight	location	site
PF18-113a	PF18-113a_LP-DIR-T	PF18-113		hdt	259.2	18.8	2	16	100	0.0	7.4	965	913	K		hargrave 2021-06-08 10:41:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-113
PF18-114a	PF18-114a_LP-DIR-T	PF18-114		hdt	199.1	39.0	2	12	0	0.0	3.2	965	941	K		hargrave 2021-06-08 10:43:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-114
PF18-114a	PF18-114a_LP-DIR-T	PF18-114		lt	226.8	71.0	2	3	-1	27.3	3.0	423	323	K		hargrave 2021-06-08 10:43:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-114
PF18-114a	PF18-114a_LP-DIR-T	PF18-114		lt	349.6	69.2	2	3	0	27.3	3.0	423	323	K		hargrave 2021-06-08 10:43:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-114
PF18-114a	PF18-114a_LP-DIR-T	PF18-114		hdt	257.6	20.5	2	12	100	0.0	3.2	965	941	K		hargrave 2021-06-08 10:43:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-114
PF18-114a	PF18-114a_LP-DIR-T	PF18-114		lt	322.4	-7.7	2	3	100	27.3	3.0	423	323	K		hargrave 2021-06-08 10:43:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-114
PF18-114a		PF18-114																	This study			0.01275	Potato River Falls	PF18-114
PF18-114a	PF18-114a_LP-DIR-T	PF18-114		hdt	170.1	10.5	2	12	-1	0.0	3.2	965	941	K		hargrave 2021-06-08 10:43:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-114
PF18-115a	PF18-115a_LP-DIR-T	PF18-115		mht	285.2	-15.0	2	17	100	5.0	3.8	893	598	K		hargrave 2021-06-08 10:44:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-115
PF18-115a	PF18-115a_LP-DIR-T	PF18-115		lt	321.5	-1.2	2	3	100	18.5	0.6	473	373	K		hargrave 2021-06-08 10:44:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-115
PF18-115a	PF18-115a_LP-DIR-T	PF18-115		mht	263.3	57.0	2	17	0	5.0	3.8	893	598	K		hargrave 2021-06-08 10:44:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-115
PF18-115a	PF18-115a_LP-DIR-T	PF18-115		lt	2.9	74.4	2	3	0	18.5	0.6	473	373	K		hargrave 2021-06-08 10:44:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-115
PF18-115a	PF18-115a_LP-DIR-T	PF18-115		mht	244.9	59.3	2	17	-1	5.0	3.8	893	598	K		hargrave 2021-06-08 10:44:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-115
PF18-115a		PF18-115																	This study			0.014709999999999999	Potato River Falls	PF18-115
PF18-115a	PF18-115a_LP-DIR-T	PF18-115		lt	153.5	66.6	2	3	-1	18.5	0.6	473	373	K		hargrave 2021-06-08 10:44:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-115
PF18-116a		PF18-116																	This study			0.01325	Potato River Falls	PF18-116
PF18-116a	PF18-116a_LP-DIR-T	PF18-116		lt	169.9	47.3	2	4	-1	22.3	1.1	473	323	K		hargrave 2021-06-08 10:46:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-116
PF18-116a	PF18-116a_LP-DIR-T	PF18-116		mht	89.7	66.1	2	15	-1	5.1	4.4	893	648	K		hargrave 2021-06-08 10:46:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-116
PF18-116a	PF18-116a_LP-DIR-T	PF18-116		lt	8.7	74.2	2	4	0	22.3	1.1	473	323	K		hargrave 2021-06-08 10:46:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-116
PF18-116a	PF18-116a_LP-DIR-T	PF18-116		mht	257.8	53.8	2	15	0	5.1	4.4	893	648	K		hargrave 2021-06-08 10:46:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-116
PF18-116a	PF18-116a_LP-DIR-T	PF18-116		lt	322.5	-0.0	2	4	100	22.3	1.1	473	323	K		hargrave 2021-06-08 10:46:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-116
PF18-116a	PF18-116a_LP-DIR-T	PF18-116		mht	280.5	-14.7	2	15	100	5.1	4.4	893	648	K		hargrave 2021-06-08 10:46:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-116
PF18-117a		PF18-117																	This study			0.01305	Potato River Falls	PF18-117
PF18-117a	PF18-117a_LP-DIR-T	PF18-117		hdt	234.1	17.3	2	9	100	0.0	11.6	965	945	K		hargrave 2021-06-08 10:48:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-117
PF18-117a	PF18-117a_LP-DIR-T	PF18-117		mt	200.7	35.1	2	4	0	1.6	27.3	863	833	K		hargrave 2021-06-08 10:48:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-117
PF18-117a	PF18-117a_LP-DIR-T	PF18-117		mt	253.3	19.5	2	4	100	1.6	27.3	863	833	K		hargrave 2021-06-08 10:48:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-117
PF18-117a	PF18-117a_LP-DIR-T	PF18-117		mt	315.1	63.2	2	4	-1	1.6	27.3	863	833	K		hargrave 2021-06-08 10:48:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-117
PF18-117a	PF18-117a_LP-DIR-T	PF18-117		hdt	330.7	47.0	2	9	-1	0.0	11.6	965	945	K		hargrave 2021-06-08 10:48:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-117
PF18-117a	PF18-117a_LP-DIR-T	PF18-117		hdt	203.2	16.9	2	9	0	0.0	11.6	965	945	K		hargrave 2021-06-08 10:48:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-117
PF18-118a		PF18-118																	This study			0.012969999999999999	Potato River Falls	PF18-118
PF18-118a	PF18-118a_LP-DIR-T	PF18-118		mt	334.5	78.1	2	6	-1	8.1	8.6	863	808	K		hargrave 2021-06-08 10:49:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-118
PF18-118a	PF18-118a_LP-DIR-T	PF18-118		hdt	333.6	64.6	2	13	-1	0.0	7.6	965	933	K		hargrave 2021-06-08 10:49:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-118
PF18-118a	PF18-118a_LP-DIR-T	PF18-118		mt	210.4	45.1	2	6	0	8.1	8.6	863	808	K		hargrave 2021-06-08 10:49:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-118
PF18-118a	PF18-118a_LP-DIR-T	PF18-118		hdt	204.6	32.3	2	13	0	0.0	7.6	965	933	K		hargrave 2021-06-08 10:49:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-118
PF18-118a	PF18-118a_LP-DIR-T	PF18-118		mt	263.4	11.7	2	6	100	8.1	8.6	863	808	K		hargrave 2021-06-08 10:49:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-118
PF18-118a	PF18-118a_LP-DIR-T	PF18-118		hdt	250.3	16.4	2	13	100	0.0	7.6	965	933	K		hargrave 2021-06-08 10:49:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-118
PF18-119a	PF18-119a_LP-DIR-T	PF18-119		mht	97.1	55.1	1	16	-1	6.9	3.1	883	598	K		hargrave 2021-06-03 14:14:59	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-119
PF18-119a	PF18-119a_LP-DIR-T	PF18-119		mht	265.0	49.2	1	16	0	6.9	3.1	883	598	K		hargrave 2021-06-03 14:14:59	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-119
PF18-119a		PF18-119																	This study			0.01326	Potato River Falls	PF18-119
PF18-119a	PF18-119a_LP-DIR-T	PF18-119		mht	279.9	-21.1	1	16	100	6.9	3.1	883	598	K		hargrave 2021-06-03 14:14:59	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-119
PF18-11a	PF18-11a_LP-DIR-T	PF18-11		hdt	262.9	26.1	3	12	100	0.0	2.1	968	945	K		hargrave 2021-06-10 13:41:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-11
PF18-11a	PF18-11a_LP-DIR-T	PF18-11		lt	353.3	74.7	3	3	0	46.0	8.7	473	373	K		hargrave 2021-06-10 13:41:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-11
PF18-11a	PF18-11a_LP-DIR-T	PF18-11		lt	210.6	63.9	3	3	-1	46.0	8.7	473	373	K		hargrave 2021-06-10 13:41:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-11
PF18-11a	PF18-11a_LP-DIR-T	PF18-11		mt	267.0	17.2	3	7	100	5.8	6.8	863	773	K		hargrave 2021-06-10 13:41:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-11
PF18-11a	PF18-11a_LP-DIR-T	PF18-11		lt	321.6	-2.9	3	3	100	46.0	8.7	473	373	K		hargrave 2021-06-10 13:41:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-11
PF18-11a	PF18-11a_LP-DIR-T	PF18-11		mt	205.6	45.9	3	7	0	5.8	6.8	863	773	K		hargrave 2021-06-10 13:41:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-11
PF18-11a	PF18-11a_LP-DIR-T	PF18-11		hdt	194.3	40.7	3	12	0	0.0	2.1	968	945	K		hargrave 2021-06-10 13:41:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-11
PF18-11a	PF18-11a_LP-DIR-T	PF18-11		mt	161.5	17.0	3	7	-1	5.8	6.8	863	773	K		hargrave 2021-06-10 13:41:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-11
PF18-11a	PF18-11a_LP-DIR-T	PF18-11		hdt	151.8	14.4	3	12	-1	0.0	2.1	968	945	K		hargrave 2021-06-10 13:41:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-11
PF18-11a		PF18-11																	This study			0.00792	Potato River Falls	PF18-11
PF18-120a	PF18-120a_LP-DIR-T	PF18-120		mt	264.7	17.1	2	6	100	4.3	4.8	863	808	K		hargrave 2021-06-03 14:16:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-120
PF18-120a	PF18-120a_LP-DIR-T	PF18-120		mt	202.6	46.0	2	6	0	4.3	4.8	863	808	K		hargrave 2021-06-03 14:16:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-120
PF18-120a	PF18-120a_LP-DIR-T	PF18-120		hdt	187.3	48.7	2	9	0	0.0	20.3	953	923	K		hargrave 2021-06-03 14:16:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-120
PF18-120a	PF18-120a_LP-DIR-T	PF18-120		mt	317.3	79.8	2	6	-1	4.3	4.8	863	808	K		hargrave 2021-06-03 14:16:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-120
PF18-120a	PF18-120a_LP-DIR-T	PF18-120		hdt	278.4	73.4	2	9	-1	0.0	20.3	953	923	K		hargrave 2021-06-03 14:16:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-120
PF18-120a		PF18-120																	This study			0.013069999999999998	Potato River Falls	PF18-120
PF18-120a	PF18-120a_LP-DIR-T	PF18-120		hdt	269.9	26.6	2	9	100	0.0	20.3	953	923	K		hargrave 2021-06-03 14:16:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-120
PF18-121a	PF18-121a_LP-DIR-T	PF18-121		mt	208.3	38.2	1	4	0	3.9	11.3	863	833	K		hargrave 2021-06-03 14:18:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-121
PF18-121a	PF18-121a_LP-DIR-T	PF18-121		mt	339.6	66.3	1	4	-1	3.9	11.3	863	833	K		hargrave 2021-06-03 14:18:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-121
PF18-121a		PF18-121																	This study			0.011640000000000001	Potato River Falls	PF18-121
PF18-121a	PF18-121a_LP-DIR-T	PF18-121		mt	256.3	13.3	1	4	100	3.9	11.3	863	833	K		hargrave 2021-06-03 14:18:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-121
PF18-122a		PF18-122																	This study			0.013999999999999999	Potato River Falls	PF18-122
PF18-122a	PF18-122a_LP-DIR-T	PF18-122		mt	181.7	40.6	1	5	-1	9.7	20.8	873	833	K		hargrave 2021-06-03 14:19:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-122
PF18-122a	PF18-122a_LP-DIR-T	PF18-122		mt	218.8	52.6	1	5	0	9.7	20.8	873	833	K		hargrave 2021-06-03 14:19:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-122
PF18-122a	PF18-122a_LP-DIR-T	PF18-122		mt	271.2	6.5	1	5	100	9.7	20.8	873	833	K		hargrave 2021-06-03 14:19:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-122
PF18-123a		PF18-123																	This study			0.012819999999999998	Potato River Falls	PF18-123
PF18-124a	PF18-124a_LP-DIR-T	PF18-124		mt	188.1	72.2	1	7	-1	9.1	8.8	863	793	K		hargrave 2021-06-03 14:22:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-124
PF18-124a	PF18-124a_LP-DIR-T	PF18-124		mt	219.7	59.5	1	7	0	9.1	8.8	863	793	K		hargrave 2021-06-03 14:22:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-124
PF18-124a	PF18-124a_LP-DIR-T	PF18-124		mt	278.2	6.6	1	7	100	9.1	8.8	863	793	K		hargrave 2021-06-03 14:22:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-124
PF18-124a		PF18-124																	This study			0.0126	Potato River Falls	PF18-124
PF18-125a	PF18-125a_LP-DIR-T	PF18-125		mht	76.7	65.9	2	16	-1	8.2	5.6	903	648	K		hargrave 2021-06-03 14:23:41	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-125
PF18-125a	PF18-125a_LP-DIR-T	PF18-125		lt	354.3	74.5	2	3	0	15.1	0.3	523	423	K		hargrave 2021-06-03 14:23:41	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-125
PF18-125a	PF18-125a_LP-DIR-T	PF18-125		mht	270.4	55.7	2	16	0	8.2	5.6	903	648	K		hargrave 2021-06-03 14:23:41	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-125
PF18-125a	PF18-125a_LP-DIR-T	PF18-125		lt	319.9	-2.9	2	3	100	15.1	0.3	523	423	K		hargrave 2021-06-03 14:23:41	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-125
PF18-125a	PF18-125a_LP-DIR-T	PF18-125		mht	287.1	-18.7	2	16	100	8.2	5.6	903	648	K		hargrave 2021-06-03 14:23:41	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-125
PF18-125a		PF18-125																	This study			0.01155	Potato River Falls	PF18-125
PF18-125a	PF18-125a_LP-DIR-T	PF18-125		lt	156.8	58.0	2	3	-1	15.1	0.3	523	423	K		hargrave 2021-06-03 14:23:41	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-125
PF18-126a	PF18-126a_LP-DIR-T	PF18-126		mt	327.4	88.0	1	5	-1	7.7	6.1	863	823	K		hargrave 2021-06-03 14:25:08	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-126
PF18-126a	PF18-126a_LP-DIR-T	PF18-126		mt	218.7	56.3	1	5	0	7.7	6.1	863	823	K		hargrave 2021-06-03 14:25:08	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-126
PF18-126a	PF18-126a_LP-DIR-T	PF18-126		mt	275.0	6.8	1	5	100	7.7	6.1	863	823	K		hargrave 2021-06-03 14:25:08	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-126
PF18-126a		PF18-126																	This study			0.01214	Potato River Falls	PF18-126
PF18-127a	PF18-127a_LP-DIR-T	PF18-127		mht	88.5	61.1	1	14	-1	5.7	3.8	883	648	K		hargrave 2021-06-03 14:26:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-127
PF18-127a	PF18-127a_LP-DIR-T	PF18-127		mht	265.4	53.8	1	14	0	5.7	3.8	883	648	K		hargrave 2021-06-03 14:26:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-127
PF18-127a	PF18-127a_LP-DIR-T	PF18-127		mht	283.6	-18.1	1	14	100	5.7	3.8	883	648	K		hargrave 2021-06-03 14:26:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-127
PF18-127a		PF18-127																	This study			0.013519999999999999	Potato River Falls	PF18-127
PF18-128a	PF18-128a_LP-DIR-T	PF18-128		lt	319.3	-3.1	1	4	100	16.2	1.3	523	373	K		hargrave 2021-06-03 14:28:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-128
PF18-128a	PF18-128a_LP-DIR-T	PF18-128		lt	352.0	74.8	1	4	0	16.2	1.3	523	373	K		hargrave 2021-06-03 14:28:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-128
PF18-128a	PF18-128a_LP-DIR-T	PF18-128		lt	158.6	54.1	1	4	-1	16.2	1.3	523	373	K		hargrave 2021-06-03 14:28:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-128
PF18-128a		PF18-128																	This study			0.01296	Potato River Falls	PF18-128
PF18-129a	PF18-129a_LP-DIR-T	PF18-129		hdt	249.6	2.9	2	15	100	0.0	19.4	969	883	K		hargrave 2021-06-03 14:31:08	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-129
PF18-129a	PF18-129a_LP-DIR-T	PF18-129		mt	36.1	78.9	2	6	-1	3.6	2.5	853	793	K		hargrave 2021-06-03 14:31:08	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-129
PF18-129a	PF18-129a_LP-DIR-T	PF18-129		hdt	16.2	75.3	2	15	-1	0.0	19.4	969	883	K		hargrave 2021-06-03 14:31:08	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-129
PF18-129a		PF18-129																	This study			0.012620000000000001	Potato River Falls	PF18-129
PF18-129a	PF18-129a_LP-DIR-T	PF18-129		mt	223.6	35.7	2	6	0	3.6	2.5	853	793	K		hargrave 2021-06-03 14:31:08	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-129
PF18-129a	PF18-129a_LP-DIR-T	PF18-129		mt	254.9	0.9	2	6	100	3.6	2.5	853	793	K		hargrave 2021-06-03 14:31:08	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-129
PF18-129a	PF18-129a_LP-DIR-T	PF18-129		hdt	220.3	30.8	2	15	0	0.0	19.4	969	883	K		hargrave 2021-06-03 14:31:08	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-129
PF18-12a	PF18-12a_LP-DIR-T	PF18-12		hdt	192.4	8.1	2	12	-1	0.0	1.7	968	945	K		hargrave 2021-06-10 13:42:49	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g		Potato River Falls	PF18-12
PF18-12a	PF18-12a_LP-DIR-T	PF18-12		lt	211.8	46.1	2	4	-1	26.9	2.2	473	323	K		hargrave 2021-06-10 13:42:49	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-12
PF18-12a	PF18-12a_LP-DIR-T	PF18-12		hdt	257.1	47.8	2	12	0	0.0	1.7	968	945	K		hargrave 2021-06-10 13:42:49	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g		Potato River Falls	PF18-12
PF18-12a	PF18-12a_LP-DIR-T	PF18-12		lt	333.1	68.5	2	4	0	26.9	2.2	473	323	K		hargrave 2021-06-10 13:42:49	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-12
PF18-12a	PF18-12a_LP-DIR-T	PF18-12		hdt	276.9	-16.0	2	12	100	0.0	1.7	968	945	K		hargrave 2021-06-10 13:42:49	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g		Potato River Falls	PF18-12
PF18-12a	PF18-12a_LP-DIR-T	PF18-12		lt	319.4	-11.4	2	4	100	26.9	2.2	473	323	K		hargrave 2021-06-10 13:42:49	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-12
PF18-12a		PF18-12																	This study			0.0044399999999999995	Potato River Falls	PF18-12
PF18-130a	PF18-130a_LP-DIR-T	PF18-130		mt	269.1	-13.0	1	7	100	9.6	4.4	863	793	K		hargrave 2021-06-03 14:32:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		Potato River Falls	PF18-130
PF18-130a		PF18-130																	This study			0.01326	Potato River Falls	PF18-130
PF18-130a	PF18-130a_LP-DIR-T	PF18-130		mt	65.7	73.9	1	7	-1	9.6	4.4	863	793	K		hargrave 2021-06-03 14:32:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-130
PF18-130a	PF18-130a_LP-DIR-T	PF18-130		mt	246.7	45.2	1	7	0	9.6	4.4	863	793	K		hargrave 2021-06-03 14:32:37	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		Potato River Falls	PF18-130
PF18-131a		PF18-131																	This study			0.01325	Potato River Falls	PF18-131
PF18-131a	PF18-131a_LP-DIR-T	PF18-131		lt	165.1	38.3	1	4	-1	22.4	2.0	473	323	K		hargrave 2021-06-03 14:34:03	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		Potato River Falls	PF18-131
